date,country,location_type,mojo_integration,website_visitors,service_page_views,contact_form_views,contact_form_submits,qualified_leads,project_discussions,contracts_signed
2023-09-07,England,Primary Market,True,2569,1590,782,187,91,43,13
2023-09-07,North America,Expansion Market,False,1587,733,303,71,36,11,3
2023-09-07,Australia,Expansion Market,False,3145,1851,810,217,143,47,22
2023-09-07,Croatia,Primary Market,True,551,221,74,16,9,3,1
2023-09-08,Germany,Primary Market,True,1274,654,322,135,77,26,6
2023-09-08,Netherlands,Primary Market,True,3627,1683,425,203,138,64,29
2023-09-08,England,Primary Market,True,2016,1135,291,143,91,39,12
2023-09-08,North America,Expansion Market,False,2193,1007,326,95,60,38,16
2023-09-08,Australia,Expansion Market,False,1534,873,279,63,21,8,1
2023-09-08,Croatia,Primary Market,True,1207,533,136,50,16,9,1
2023-09-09,Germany,Primary Market,True,1101,634,130,33,10,4,1
2023-09-09,Netherlands,Primary Market,True,3738,1787,375,89,54,27,7
2023-09-09,England,Primary Market,True,1325,741,155,41,25,17,6
2023-09-09,North America,Expansion Market,False,567,359,129,41,12,6,2
2023-09-09,Australia,Expansion Market,False,3589,2040,571,248,87,36,7
2023-09-09,Croatia,Primary Market,True,890,439,210,91,48,27,8
2023-09-10,Germany,Primary Market,True,512,343,134,60,23,11,3
2023-09-10,Netherlands,Primary Market,True,1614,957,280,119,37,25,6
2023-09-10,England,Primary Market,True,3734,2212,993,337,170,111,39
2023-09-10,North America,Expansion Market,False,1511,937,393,189,97,45,11
2023-09-10,Australia,Expansion Market,False,635,340,158,34,11,4,0
2023-09-10,Croatia,Primary Market,True,1628,796,331,153,55,18,4
2023-09-11,Germany,Primary Market,True,1787,1212,366,111,53,30,9
2023-09-11,Netherlands,Primary Market,True,3211,1909,877,418,247,84,37
2023-09-11,England,Primary Market,True,1576,1012,341,73,33,18,8
2023-09-11,North America,Expansion Market,False,1246,763,170,84,25,15,3
2023-09-11,Australia,Expansion Market,False,3988,2420,882,392,143,73,31
2023-09-11,Croatia,Primary Market,True,521,233,104,23,12,7,2
2023-09-12,Germany,Primary Market,True,3276,2179,747,299,118,52,23
2023-09-12,Netherlands,Primary Market,True,2209,1188,403,164,82,53,21
2023-09-12,England,Primary Market,True,2106,1332,541,209,68,22,7
2023-09-12,North America,Expansion Market,False,1589,710,300,64,38,21,7
2023-09-12,Australia,Expansion Market,False,2417,1165,241,81,50,18,5
2023-09-12,Croatia,Primary Market,True,2708,1366,452,173,69,30,7
2023-09-13,Germany,Primary Market,True,2567,1558,594,230,83,51,24
2023-09-13,Netherlands,Primary Market,True,3776,2193,735,329,218,136,46
2023-09-13,England,Primary Market,True,642,384,89,39,27,13,5
2023-09-13,North America,Expansion Market,False,2274,1223,490,176,68,21,8
2023-09-13,Australia,Expansion Market,False,1742,1202,445,138,67,36,16
2023-09-13,Croatia,Primary Market,True,591,256,100,43,19,12,3
2023-09-14,Germany,Primary Market,True,2027,1283,402,132,40,14,3
2023-09-14,Netherlands,Primary Market,True,787,456,157,68,27,11,2
2023-09-14,England,Primary Market,True,1460,761,173,76,23,15,5
2023-09-14,North America,Expansion Market,False,2863,1172,344,94,39,25,8
2023-09-14,Australia,Expansion Market,False,3811,2547,1058,502,277,121,52
2023-09-14,Croatia,Primary Market,True,2051,1404,554,246,74,48,14
2023-09-15,Germany,Primary Market,True,1096,577,198,82,54,28,6
2023-09-15,Netherlands,Primary Market,True,864,548,203,89,38,14,3
2023-09-15,England,Primary Market,True,1084,737,349,93,59,29,10
2023-09-15,North America,Expansion Market,False,3612,2233,939,323,214,141,57
2023-09-15,Australia,Expansion Market,False,2902,1993,798,318,197,78,32
2023-09-15,Croatia,Primary Market,True,757,345,134,32,16,4,1
2023-09-16,Germany,Primary Market,True,521,352,90,42,14,7,2
2023-09-16,Netherlands,Primary Market,True,1582,743,221,75,31,13,2
2023-09-16,England,Primary Market,True,2861,1488,475,169,114,58,26
2023-09-16,North America,Expansion Market,False,1602,674,274,85,57,25,7
2023-09-16,Australia,Expansion Market,False,1762,847,415,206,119,72,29
2023-09-16,Croatia,Primary Market,True,3821,2286,1037,244,91,51,20
2023-09-17,Germany,Primary Market,True,1146,750,325,131,43,22,9
2023-09-17,Netherlands,Primary Market,True,1821,800,332,103,63,36,17
2023-09-17,England,Primary Market,True,2849,1716,718,235,118,48,22
2023-09-17,North America,Expansion Market,False,3499,2010,621,244,144,48,19
2023-09-17,Australia,Expansion Market,False,824,567,277,87,50,16,7
2023-09-17,Croatia,Primary Market,True,3243,1866,792,172,96,49,23
2023-09-18,Germany,Primary Market,True,3535,2163,1033,490,258,152,54
2023-09-18,Netherlands,Primary Market,True,2794,1334,365,144,48,25,11
2023-09-18,England,Primary Market,True,3845,1939,926,362,136,83,18
2023-09-18,North America,Expansion Market,False,1570,805,162,66,40,24,8
2023-09-18,Australia,Expansion Market,False,1841,961,256,117,78,45,22
2023-09-18,Croatia,Primary Market,True,1243,707,297,117,66,28,12
2023-09-19,Germany,Primary Market,True,741,427,90,31,16,10,3
2023-09-19,Netherlands,Primary Market,True,3202,1340,496,209,123,66,27
2023-09-19,England,Primary Market,True,1025,688,243,107,62,36,17
2023-09-19,North America,Expansion Market,False,3481,2276,980,309,124,57,28
2023-09-19,Australia,Expansion Market,False,3206,2181,913,383,247,119,52
2023-09-19,Croatia,Primary Market,True,3617,2047,427,140,89,51,11
2023-09-20,Germany,Primary Market,True,2950,1379,668,267,123,46,20
2023-09-20,Netherlands,Primary Market,True,1756,1085,241,109,74,23,6
2023-09-20,England,Primary Market,True,3871,1795,735,160,91,37,16
2023-09-20,North America,Expansion Market,False,862,510,245,94,37,15,5
2023-09-20,Australia,Expansion Market,False,1816,1183,374,87,28,14,3
2023-09-20,Croatia,Primary Market,True,1072,583,275,136,80,37,11
2023-09-21,Germany,Primary Market,True,2055,864,428,109,60,34,10
2023-09-21,Netherlands,Primary Market,True,2495,1411,414,88,53,18,7
2023-09-21,England,Primary Market,True,2981,1355,436,203,128,86,18
2023-09-21,North America,Expansion Market,False,2011,805,306,102,44,25,11
2023-09-21,Australia,Expansion Market,False,2491,1519,696,315,124,55,16
2023-09-21,Croatia,Primary Market,True,998,455,196,94,30,19,6
2023-09-22,Germany,Primary Market,True,3004,1725,604,131,49,26,11
2023-09-22,Netherlands,Primary Market,True,3682,1673,647,215,146,101,44
2023-09-22,England,Primary Market,True,3992,1728,812,206,65,25,8
2023-09-22,North America,Expansion Market,False,2220,1320,503,236,118,38,10
2023-09-22,Australia,Expansion Market,False,3100,1788,388,90,53,37,8
2023-09-22,Croatia,Primary Market,True,535,289,87,28,19,6,1
2023-09-23,Germany,Primary Market,True,3823,2624,775,243,102,33,15
2023-09-23,Netherlands,Primary Market,True,1812,1243,268,132,77,51,13
2023-09-23,England,Primary Market,True,1742,1070,464,141,96,56,19
2023-09-23,North America,Expansion Market,False,3893,1842,710,320,120,50,24
2023-09-23,Australia,Expansion Market,False,2118,1361,635,147,93,57,22
2023-09-23,Croatia,Primary Market,True,3314,2313,1072,471,170,64,25
2023-09-24,Germany,Primary Market,True,1601,869,174,45,15,9,2
2023-09-24,Netherlands,Primary Market,True,1434,889,441,96,32,16,6
2023-09-24,England,Primary Market,True,2119,1334,486,144,75,44,18
2023-09-24,North America,Expansion Market,False,3839,1684,658,290,125,69,30
2023-09-24,Australia,Expansion Market,False,2449,997,457,196,128,69,23
2023-09-24,Croatia,Primary Market,True,2118,1155,321,133,55,25,6
2023-09-25,Germany,Primary Market,True,2907,1682,609,149,46,31,7
2023-09-25,Netherlands,Primary Market,True,1911,1131,359,150,67,45,14
2023-09-25,England,Primary Market,True,3331,1607,385,115,45,25,5
2023-09-25,North America,Expansion Market,False,1395,780,194,62,34,17,7
2023-09-25,Australia,Expansion Market,False,3329,2319,670,211,75,26,5
2023-09-25,Croatia,Primary Market,True,2292,948,379,77,39,24,10
2023-09-26,Germany,Primary Market,True,1698,808,201,99,34,12,3
2023-09-26,Netherlands,Primary Market,True,1931,1335,412,99,34,22,5
2023-09-26,England,Primary Market,True,2011,1087,486,180,118,69,22
2023-09-26,North America,Expansion Market,False,2673,1781,798,198,82,49,13
2023-09-26,Australia,Expansion Market,False,599,239,77,32,21,8,3
2023-09-26,Croatia,Primary Market,True,3315,1383,286,91,32,13,4
2023-09-27,Germany,Primary Market,True,618,313,109,32,19,10,2
2023-09-27,Netherlands,Primary Market,True,1946,1254,308,151,101,58,11
2023-09-27,England,Primary Market,True,1805,1176,411,109,60,33,14
2023-09-27,North America,Expansion Market,False,1621,881,357,159,97,58,26
2023-09-27,Australia,Expansion Market,False,1799,740,243,55,34,23,11
2023-09-27,Croatia,Primary Market,True,3866,2575,1142,265,182,60,22
2023-09-28,Germany,Primary Market,True,1977,1284,502,231,156,53,22
2023-09-28,Netherlands,Primary Market,True,655,357,171,84,52,32,8
2023-09-28,England,Primary Market,True,3124,1756,786,222,129,72,30
2023-09-28,North America,Expansion Market,False,853,468,109,22,10,5,1
2023-09-28,Australia,Expansion Market,False,3833,2580,1235,473,182,117,37
2023-09-28,Croatia,Primary Market,True,3782,2312,1065,266,110,74,35
2023-09-29,Germany,Primary Market,True,3827,2214,1060,332,110,43,20
2023-09-29,Netherlands,Primary Market,True,528,346,170,66,37,18,7
2023-09-29,England,Primary Market,True,3955,2097,903,246,77,28,5
2023-09-29,North America,Expansion Market,False,2021,1253,563,124,55,36,15
2023-09-29,Australia,Expansion Market,False,2591,1331,366,80,28,12,3
2023-09-29,Croatia,Primary Market,True,2727,1449,460,131,69,45,18
2023-09-30,Germany,Primary Market,True,2663,1147,236,80,25,10,3
2023-09-30,Netherlands,Primary Market,True,2700,1099,396,136,84,45,14
2023-09-30,England,Primary Market,True,3077,2033,695,173,59,39,10
2023-09-30,North America,Expansion Market,False,1583,982,300,138,94,57,14
2023-09-30,Australia,Expansion Market,False,2535,1389,564,241,134,87,25
2023-09-30,Croatia,Primary Market,True,1672,920,266,88,39,24,5
2023-10-01,Germany,Primary Market,True,2518,1758,574,282,139,42,14
2023-10-01,Netherlands,Primary Market,True,3011,1862,805,337,145,69,16
2023-10-01,England,Primary Market,True,1811,1067,217,85,42,26,11
2023-10-01,North America,Expansion Market,False,1171,779,157,74,38,15,4
2023-10-01,Australia,Expansion Market,False,1665,947,450,221,77,24,8
2023-10-01,Croatia,Primary Market,True,897,439,153,60,41,27,10
2023-10-02,Germany,Primary Market,True,2687,1498,704,305,201,80,24
2023-10-02,Netherlands,Primary Market,True,2128,934,447,133,45,20,7
2023-10-02,England,Primary Market,True,3103,1243,582,257,126,75,22
2023-10-02,North America,Expansion Market,False,883,411,113,47,31,14,3
2023-10-02,Australia,Expansion Market,False,3480,2023,438,216,142,45,16
2023-10-02,Croatia,Primary Market,True,2675,1346,344,139,57,35,10
2023-10-03,Germany,Primary Market,True,2247,1540,421,116,55,30,14
2023-10-03,Netherlands,Primary Market,True,770,468,98,41,17,6,2
2023-10-03,England,Primary Market,True,1559,723,345,150,46,28,10
2023-10-03,North America,Expansion Market,False,2046,875,339,93,31,18,6
2023-10-03,Australia,Expansion Market,False,1125,679,259,59,39,18,6
2023-10-03,Croatia,Primary Market,True,2108,1131,342,96,53,30,6
2023-10-04,Germany,Primary Market,True,3216,1644,678,175,119,80,29
2023-10-04,Netherlands,Primary Market,True,1667,995,244,75,34,16,5
2023-10-04,England,Primary Market,True,921,480,194,39,14,5,2
2023-10-04,North America,Expansion Market,False,1545,943,203,42,17,8,2
2023-10-04,Australia,Expansion Market,False,1133,519,109,24,14,4,0
2023-10-04,Croatia,Primary Market,True,1867,894,282,61,28,8,2
2023-10-05,Germany,Primary Market,True,2155,932,384,88,30,17,6
2023-10-05,Netherlands,Primary Market,True,1390,590,223,59,21,7,2
2023-10-05,England,Primary Market,True,1503,994,377,149,71,39,8
2023-10-05,North America,Expansion Market,False,2535,1265,569,183,123,40,13
2023-10-05,Australia,Expansion Market,False,3139,2076,664,143,61,28,12
2023-10-05,Croatia,Primary Market,True,3136,1814,478,144,50,20,5
2023-10-06,Germany,Primary Market,True,1241,664,323,89,49,21,7
2023-10-06,Netherlands,Primary Market,True,1415,933,208,43,16,5,2
2023-10-06,England,Primary Market,True,3743,2281,886,316,136,44,15
2023-10-06,North America,Expansion Market,False,3634,2387,881,360,204,92,44
2023-10-06,Australia,Expansion Market,False,1550,978,344,154,90,56,24
2023-10-06,Croatia,Primary Market,True,2741,1472,486,200,132,48,19
2023-10-07,Germany,Primary Market,True,3228,1678,372,150,48,31,13
2023-10-07,Netherlands,Primary Market,True,2109,1466,716,171,58,19,5
2023-10-07,England,Primary Market,True,1958,1214,311,84,45,30,9
2023-10-07,North America,Expansion Market,False,3734,1743,854,186,107,70,27
2023-10-07,Australia,Expansion Market,False,741,399,91,42,16,6,2
2023-10-07,Croatia,Primary Market,True,1587,1091,375,78,49,23,8
2023-10-08,Germany,Primary Market,True,2709,1483,493,207,101,49,16
2023-10-08,Netherlands,Primary Market,True,3827,1951,670,144,90,55,21
2023-10-08,England,Primary Market,True,2921,1218,397,97,52,25,12
2023-10-08,North America,Expansion Market,False,2708,1431,588,136,72,34,12
2023-10-08,Australia,Expansion Market,False,1894,976,472,132,72,39,14
2023-10-08,Croatia,Primary Market,True,3132,2055,674,248,169,67,32
2023-10-09,Germany,Primary Market,True,1268,565,162,61,21,13,3
2023-10-09,Netherlands,Primary Market,True,2516,1185,398,145,84,34,11
2023-10-09,England,Primary Market,True,3152,1387,463,184,66,34,10
2023-10-09,North America,Expansion Market,False,587,326,91,22,8,3,1
2023-10-09,Australia,Expansion Market,False,3501,2166,561,113,46,20,6
2023-10-09,Croatia,Primary Market,True,2484,1209,590,189,62,21,6
2023-10-10,Germany,Primary Market,True,3248,1758,752,360,126,59,16
2023-10-10,Netherlands,Primary Market,True,1221,713,167,57,31,15,7
2023-10-10,England,Primary Market,True,2908,1960,673,230,127,52,23
2023-10-10,North America,Expansion Market,False,1803,956,341,164,107,69,29
2023-10-10,Australia,Expansion Market,False,750,508,181,61,25,14,5
2023-10-10,Croatia,Primary Market,True,1112,747,357,120,71,38,11
2023-10-11,Germany,Primary Market,True,3204,1404,540,218,80,47,14
2023-10-11,Netherlands,Primary Market,True,1138,518,232,61,22,14,4
2023-10-11,England,Primary Market,True,3609,2473,1089,258,147,48,18
2023-10-11,North America,Expansion Market,False,3296,1490,603,150,80,38,17
2023-10-11,Australia,Expansion Market,False,2260,1577,322,77,40,20,8
2023-10-11,Croatia,Primary Market,True,2943,1673,651,194,97,45,22
2023-10-12,Germany,Primary Market,True,3377,1774,612,288,111,68,16
2023-10-12,Netherlands,Primary Market,True,1772,1094,490,215,97,64,27
2023-10-12,England,Primary Market,True,2163,994,202,98,53,36,10
2023-10-12,North America,Expansion Market,False,3916,2370,606,150,78,42,17
2023-10-12,Australia,Expansion Market,False,1356,696,233,107,68,26,8
2023-10-12,Croatia,Primary Market,True,2433,1646,360,77,25,9,4
2023-10-13,Germany,Primary Market,True,2758,1295,539,250,124,39,13
2023-10-13,Netherlands,Primary Market,True,3127,1399,482,186,103,64,13
2023-10-13,England,Primary Market,True,3004,1479,372,163,91,57,23
2023-10-13,North America,Expansion Market,False,1013,609,147,36,13,7,3
2023-10-13,Australia,Expansion Market,False,2175,1380,441,182,85,35,10
2023-10-13,Croatia,Primary Market,True,999,629,216,59,32,19,9
2023-10-14,Germany,Primary Market,True,1127,596,246,86,44,19,6
2023-10-14,Netherlands,Primary Market,True,3191,1426,469,173,93,50,20
2023-10-14,England,Primary Market,True,3411,2162,777,167,72,38,14
2023-10-14,North America,Expansion Market,False,1244,815,327,143,83,39,11
2023-10-14,Australia,Expansion Market,False,3330,1957,715,258,125,84,38
2023-10-14,Croatia,Primary Market,True,3442,1704,821,322,120,70,27
2023-10-15,Germany,Primary Market,True,2820,1753,720,244,93,46,10
2023-10-15,Netherlands,Primary Market,True,2356,1628,734,223,105,32,7
2023-10-15,England,Primary Market,True,2352,1249,577,205,134,76,19
2023-10-15,North America,Expansion Market,False,3034,1513,591,265,152,67,16
2023-10-15,Australia,Expansion Market,False,2431,978,347,99,55,17,7
2023-10-15,Croatia,Primary Market,True,3370,2049,790,318,147,88,20
2023-10-16,Germany,Primary Market,True,1939,1271,525,248,110,51,14
2023-10-16,Netherlands,Primary Market,True,2845,1140,333,129,52,34,10
2023-10-16,England,Primary Market,True,1713,1036,396,84,30,17,3
2023-10-16,North America,Expansion Market,False,2905,1738,514,162,110,64,20
2023-10-16,Australia,Expansion Market,False,1863,799,363,137,69,29,8
2023-10-16,Croatia,Primary Market,True,3018,1423,606,287,153,69,15
2023-10-17,Germany,Primary Market,True,1722,814,293,82,33,16,3
2023-10-17,Netherlands,Primary Market,True,1681,754,368,141,95,65,25
2023-10-17,England,Primary Market,True,3665,2350,1138,325,214,134,46
2023-10-17,North America,Expansion Market,False,3922,1675,825,197,129,55,20
2023-10-17,Australia,Expansion Market,False,2326,1103,337,80,40,16,5
2023-10-17,Croatia,Primary Market,True,2022,928,424,143,89,39,12
2023-10-18,Germany,Primary Market,True,1818,1103,356,143,48,15,3
2023-10-18,Netherlands,Primary Market,True,2726,1341,506,249,115,37,8
2023-10-18,England,Primary Market,True,2160,1382,687,188,106,72,34
2023-10-18,North America,Expansion Market,False,761,476,185,75,41,13,5
2023-10-18,Australia,Expansion Market,False,1398,762,191,82,46,31,15
2023-10-18,Croatia,Primary Market,True,2521,1399,473,227,98,54,11
2023-10-19,Germany,Primary Market,True,1988,1024,358,140,70,43,8
2023-10-19,Netherlands,Primary Market,True,2103,1339,322,82,34,13,5
2023-10-19,England,Primary Market,True,2110,976,339,97,66,28,10
2023-10-19,North America,Expansion Market,False,2815,1172,439,107,51,31,8
2023-10-19,Australia,Expansion Market,False,1502,807,168,35,12,6,2
2023-10-19,Croatia,Primary Market,True,2113,1045,266,127,52,27,7
2023-10-20,Germany,Primary Market,True,879,408,141,39,17,10,3
2023-10-20,Netherlands,Primary Market,True,3996,2770,1367,498,258,108,29
2023-10-20,England,Primary Market,True,3063,1531,655,309,115,66,18
2023-10-20,North America,Expansion Market,False,1607,1110,549,115,53,29,6
2023-10-20,Australia,Expansion Market,False,1350,876,335,106,63,38,14
2023-10-20,Croatia,Primary Market,True,2027,1273,375,148,58,34,10
2023-10-21,Germany,Primary Market,True,1538,1074,343,103,48,26,8
2023-10-21,Netherlands,Primary Market,True,3622,2204,770,205,141,48,21
